"Katsesõna"	"Tähendus"	"vastus"	"põhjendus"	"sünonüümid"
"inimesetükk"	"(inimese kohta, hrl mingit tema omadust esile tuues)"	"informaalsetes"	"Sõna ""inimesetükk"" kasutatakse sageli inimese kohta, et rõhutada mingit konkreetset omadust või iseloomujoont. Selline väljend on pigem kõnekeelne ja seda võib kohata mitteametlikes vestlustes, nagu sõpradevahelised jutud või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."	""
"intensiiv"	"intensiivravi osakond või palat"	"neutraalsetes/formaalsetes"	"Sõna ""intensiiv"" kasutatakse meditsiinilises kontekstis, viidates intensiivravi osakonnale või palatile. Sellised terminid on tavaliselt seotud ametliku ja professionaalse suhtlusega, näiteks meditsiinilistes aruannetes, haiglate dokumentatsioonis ja tervishoiualastes aruteludes. Seetõttu on selle kasutus pigem neutraalsetes või formaalsetes tekstides."	""
"inter"	"kooli ühiselamu"	"neutraalsetes/formaalsetes"	"Sõna ""inter"" tähenduses ""kooli ühiselamu"" on neutraalne termin, mida kasutatakse haridusasutuste kontekstis. See ei ole släng ega kõnekeelne väljend, mistõttu sobib see pigem neutraalsetesse või formaalsetesse tekstidesse, nagu ametlikud dokumendid, koolide kodulehed või haridusteemalised arutelud."	""
"ism"	"suund, vool, koolkond vms"	"neutraalsetes/formaalsetes"	"Sõna ""ism"" kasutatakse sageli akadeemilistes ja intellektuaalsetes aruteludes, et viidata erinevatele suundadele, vooludele või koolkondadele, nagu näiteks ""modernism"", ""realism"" jne. Sellised arutelud ja tekstid on tavaliselt neutraalsed või formaalsed, kuna need käsitlevad teoreetilisi või filosoofilisi teemasid. Seetõttu sobib see sõna pigem neutraalsetesse või formaalsetesse kontekstidesse."	""
"issameie"	"ristiusu üks tuntumaid palveid, millel on keskne koht kristlike kirikute liturgias"	"neutraalsetes/formaalsetes"	"Sõna ""issameie"" viitab konkreetsele palvele, millel on oluline koht kristlikus liturgias. Seda kasutatakse sageli kiriklikes ja religioossetes kontekstides, mis on üldiselt formaalsed või neutraalsed. Selline sõna ei ole tüüpiline informaalsetes vestlustes või tekstides, kuna see on seotud religioosse praktika ja traditsioonidega."	""
"issanda"	"täiesti, läbini, üleni"	"informaalsetes"	"Sõna ""issanda"" sellises tähenduses kasutatakse sageli kõnekeeles ja mitteametlikes olukordades, näiteks vestlustes, sotsiaalmeedias või blogides, et rõhutada midagi äärmuslikku või täielikku. See väljend on pigem emotsionaalne ja vaba stiiliga, mis sobib hästi mitteametlikesse kontekstidesse."	""
"itimees"	"inimene, kes kavandab, loob, testib, juurutab ja haldab tarkvaralahendusi"	"informaalsetes"	"Sõna ""itimees"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases suhtluses ja mitteametlikes kontekstides, näiteks vestlustes sõprade vahel või sotsiaalmeedias. Ametlikes ja formaalsetes tekstides eelistatakse tõenäoliselt kasutada täpsemaid ja neutraalsemaid termineid nagu ""IT-spetsialist"" või ""tarkvaraarendaja""."	""
"jaagup"	"jaagupipäev"	"neutraalsetes/formaalsetes"	"Sõna ""jaagup"" tähenduses ""jaagupipäev"" viitab konkreetsele kalendripäevale, mis on ajalooliselt ja kultuuriliselt tähistatud. Selliseid termineid kasutatakse tavaliselt neutraalsetes või formaalsetes kontekstides, nagu ajaloo- või kultuuritekstid, kalendrid ja ametlikud dokumendid, kus on vaja täpset ja korrektset keelekasutust."	""
"jaan"	"jaanipäev (24. juuni), ka selle lähedased päevad"	"informaalsetes"	"Sõna ""jaan"" kasutatakse sageli lühendina või hüüdnime vormis, viidates jaanipäevale või selle lähedastele päevadele. Selline lühendamine ja hüüdnime kasutamine on iseloomulik informaalsetele tekstidele, kus keelekasutus on vabam ja vähem formaalne. Näiteks võib seda kohata vestlustes, sotsiaalmeedias või blogides, kus inimesed räägivad oma plaanidest või kogemustest jaanipäeva ajal."	""
"jahmerdama"	"ebaolulisega, kõrvalisega tegelema, segadust tekitades tegutsema"	"informaalsetes"	"Sõna ""jahmerdama"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada tegevust, mis on segane või ebaoluline. See väljend kannab endas veidi negatiivset varjundit ja on pigem kõnekeelne, mistõttu sobib see rohkem mitteametlikesse kontekstidesse nagu vestlused, blogid või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tavaliselt täpsemaid ja neutraalsemaid väljendeid."	""
"jahuma"	"millestki tüütuseni palju rääkima"	"informaalsetes"	"Sõna ""jahuma"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada olukorda, kus keegi räägib millestki liiga palju või tüütuseni. Selline väljend on omane pigem mitteametlikule suhtlusele, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid, kus keelekasutus on vabam ja vähem formaalne."	""
"jahupea"	"(kergesti unustava või taipamatu, juhmi inimese kohta)"	"informaalsetes"	"Sõna ""jahupea"" kasutatakse sageli kellegi kirjeldamiseks, kes on kergesti unustav või taipamatu, mis on pigem halvustav või naljatlev väljend. Sellised väljendid on tavaliselt levinud mitteametlikes vestlustes, nagu sõpradevahelised jutud, sotsiaalmeedia postitused või kommentaarid, kus kasutatakse kõnekeelt ja slängi. Formaalsetes või neutraalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem hinnangulisi väljendeid."	""
"jalakeerutus"	"tants"	"informaalsetes"	"Sõna ""jalakeerutus"" on kõnekeelne väljend, mida kasutatakse sageli mitteametlikes olukordades, et viidata tantsimisele. See ei ole tavapärane termin, mida leiaksime ametlikes dokumentides või akadeemilistes tekstides, vaid pigem sõprade vahelises vestluses või lõbusates kontekstides."	""
"jalka"	"sportlik mäng, kus üks võistkond püüab palli jalaga teise võistkonna väravasse lüüa	 sportmäng, milles kumbki meeskond püüab palli jalaga (või peaga) lüües vastaspoole väravasse saata"	"informaalsetes"	"Sõna ""jalka"" on lühend sõnast ""jalgpall"" ja seda kasutatakse sageli kõnekeeles ning mitteametlikes olukordades. Sellised lühendid on tüüpilised just informaalsetes tekstides, nagu vestlused sõprade vahel, sotsiaalmeedia postitused ja foorumid, kus keelekasutus on vabam ja vähem formaalne."	""
"japs"	"(jaapanlase kohta)"	"informaalsetes"	"Sõna ""japs"" on lühendatud ja mitteametlik viis viidata jaapanlasele ning seda kasutatakse sageli kõnekeeles ja mitteametlikes kontekstides. Sellised lühendid ja hüüdnimed on tavaliselt levinud sotsiaalmeedias, foorumites ja igapäevases vestluses, kuid neid peetakse sageli ebasobivaks või solvavaks ametlikes ja neutraalsetes kontekstides."	""
"jeerum"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jeerum"" kasutatakse peamiselt emotsionaalsetes hüüatustes, mis väljendavad ehmatust, imestust, üllatust või hädaldust. Sellised väljendid on tavaliselt omased mitteametlikule suhtlusele, nagu vestlused, blogid või sotsiaalmeedia postitused, kus emotsioonide vahetu väljendamine on sagedasem. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem emotsionaalseid väljendeid."	""
"jeever"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jeever"" kasutatakse tunderõhulistes hüüatustes, mis väljendavad emotsioone nagu ehmatus, imestus või üllatus. Sellised väljendid on iseloomulikud mitteametlikule suhtlusele, näiteks vestlustele, kus emotsioonide vahetu väljendamine on tavaline. Seetõttu on see sõna pigem informaalsetes tekstides levinud."	""
"jessake"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jessake"" kasutatakse peamiselt emotsionaalsetes ja spontaansetes hüüatustes, mis on iseloomulikud mitteametlikule suhtlusele. Sellised väljendid esinevad sageli igapäevastes vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides, kus inimesed väljendavad oma vahetuid tundeid ja reaktsioone."	""
"jessas"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jessas"" kasutatakse sageli emotsionaalsetes hüüatustes, et väljendada ehmatust, imestust või üllatust. Sellised väljendid on iseloomulikud igapäevasele kõnekeelele ja neid leidub tihti mitteametlikes tekstides nagu vestlused, sotsiaalmeedia postitused ja kommentaarid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja vähem emotsionaalseid väljendeid."	""
"jesseke"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jesseke"" kasutatakse tunderõhulistes hüüatustes, mis väljendavad emotsioone nagu ehmatus, imestus, üllatus või hädaldus. Sellised väljendid on tavaliselt omased igapäevasele kõnekeelele ja esinevad sageli mitteametlikes olukordades, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides, nagu ametlikud dokumendid või akadeemilised kirjutised, selliseid väljendeid tavaliselt ei kasutata."	""
"jesses"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jesses"" kasutatakse tunderõhulistes hüüatustes, mis väljendavad emotsioone nagu ehmatus, imestus või üllatus. Sellised väljendid on iseloomulikud mitteametlikule suhtlusele, nagu näiteks vestlused sõprade vahel, sotsiaalmeedia postitused või foorumid, kus emotsioonide väljendamine on tavapärane. Formaalsetes tekstides selliseid emotsionaalseid hüüatusi tavaliselt ei kasutata."	""
"jessuke"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""jessuke"" kasutatakse peamiselt emotsionaalsetes ja spontaansetes hüüatustes, mis on iseloomulikud mitteametlikule suhtlusele. Sellised väljendid esinevad tihti igapäevases kõnes, sotsiaalmeedias, chativestlustes ja muudes mitteametlikes kontekstides, kus väljendatakse vahetult tundeid nagu ehmatus või üllatus. Formaalsetes tekstides selliseid emotsionaalseid hüüatusi tavaliselt ei kasutata."	""
"jestas"	"(esineb tunderõhulistes hüüatustes, väljendab ehmatust, imestust, üllatust, hädaldust vm)"	"informaalsetes"	"Sõna ""gestas"" kasutatakse sageli emotsionaalsetes ja spontaansetes hüüatustes, mis on iseloomulikud mitteametlikule suhtlusele. Sellised väljendid esinevad tihti vestlustes, kus väljendatakse vahetuid tundeid nagu ehmatus või üllatus, mis on tüüpilised informaalsetele tekstidele nagu chativestlused või sotsiaalmeedia postitused."	""
"joba"	"jabur jutt, loba, lora"	"informaalsetes"	"Sõna ""joba"" kasutatakse tavaliselt kõnekeeles, et viidata mõttetule või rumalale jutule. Selline väljend on omane igapäevasele vestlusele ja mitteametlikule suhtlusele, nagu näiteks sõpradevaheline jutt või sotsiaalmeedia postitused. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid väljendeid."	""
"jobama"	"jamajuttu rääkima"	"informaalsetes"	"Sõna ""jobama"" kasutatakse eesti keeles pigem slängina või kõnekeeles, viidates kellegi jamajutu rääkimisele. Selline väljend on tõenäolisemalt kasutusel mitteametlikes olukordades, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või foorumid, kus keelekasutus on vabam ja vähem formaalne."	""
"jobi"	"lühiajaline, juhuslikum töö(võimalus)"	"informaalsetes"	"Sõna ""jobi"" kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades, et viidata lühiajalistele või juhuslikele töövõimalustele. See sõna ei ole tavaliselt kasutusel ametlikes dokumentides või formaalsetes tekstides, kus eelistatakse pigem täpsemaid ja ametlikumaid termineid nagu ""ajutine töö"" või ""projektipõhine töö""."	""
"jobin"	"lobajutt"	"informaalsetes"	"Sõna ""jobin"" tähenduses ""lobajutt"" viitab vestlusele, mis ei pruugi olla tõsine või oluline, ning seda kasutatakse tõenäoliselt pigem igapäevases kõnepruugis ja mitteametlikes olukordades. Sellised väljendid on tavaliselt omased sõpradevahelistele vestlustele, sotsiaalmeediale ja muudele mitteametlikele suhtluskanalitele."	""
"jobisema"	"lobisema, lobajuttu ajama	 omaette pomisema"	"informaalsetes"	"Sõna ""jobisema"" kasutatakse pigem igapäevases kõnepruugis ja mitteametlikes olukordades, näiteks sõprade vahelises vestluses või sotsiaalmeedias. See väljendab tegevust, mis ei ole formaalne ega nõua täpset või ametlikku keelekasutust."	""
"jobu"	"tobu, lollakas"	"informaalsetes"	"Sõna ""jobu"" kasutatakse sageli slängina ja see on pigem halvustav väljend, mida kasutatakse mitteametlikes olukordades. Seda võib kohata näiteks sõpradevahelistes vestlustes, sotsiaalmeedias või kommentaariumides, kus keelekasutus on vabam ja vähem formaalne. Formaalsetes või ametlikes tekstides sellist sõna tavaliselt ei kasutata, kuna see ei vasta viisakale suhtlusnormile."	""
"jobujutt"	"rumal, tühine jutt"	"informaalsetes"	"Sõna ""jobujutt"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada midagi rumalat või tühist. See on pigem slängi kuuluv väljend, mida leidub rohkem mitteametlikes vestlustes, nagu sõpradevahelised jutud, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid või täpsemaid väljendeid."	""
"jobusk"	"tobu, lollakas"	"informaalsetes"	"Sõna ""jobusk"" on slängi- või kõnekeelne väljend, mida kasutatakse kellegi rumaluse või tobeduse kirjeldamiseks. Sellised sõnad on tavaliselt levinud mitteametlikes vestlustes, nagu sõpradevahelised jutud, sotsiaalmeedia postitused või kommentaarid, ning neid ei kasutata ametlikes või formaalsetes tekstides."	""
"johmane"	"alkoholist uimane	 joobnud"	"informaalsetes"	"Sõna ""johmane"" on kõnekeelne väljend, mida kasutatakse sageli igapäevastes vestlustes ja mitteametlikes olukordades, et kirjeldada kedagi, kes on alkoholist uimane või joobnud. Sellised väljendid on tavaliselt levinud sõpradevahelistes vestlustes, sotsiaalmeedias ja muudes mitteametlikes kontekstides. Formaalsetes tekstides kasutatakse tõenäolisemalt neutraalsemaid või ametlikumaid termineid."	""
"jokk"	"läbi, otsas, valmis"	"informaalsetes"	"Sõna ""jokk"" on slängi väljend, mida kasutatakse sageli igapäevases kõnekeeles ja mitteametlikes olukordades, näiteks sõprade vahelises vestluses või sotsiaalmeedias. See ei ole tavapärane sõna formaalsetes või ametlikes tekstides, kus eelistatakse kasutada täpsemaid ja neutraalsemaid väljendeid."	""
"jokutama"	"niisama vahtima, mõttetult logelema, aega viitma"	"informaalsetes"	"Sõna ""jokutama"" on kõnekeelne väljend, mida kasutatakse sageli igapäevases vestluses, et kirjeldada tegevusetust või aja raiskamist. Sellised väljendid on tavaliselt levinud mitteametlikes olukordades, nagu sõpradevahelised vestlused või sotsiaalmeedia postitused, kuid mitte ametlikes või formaalsetes tekstides."	""
"joomakõri"	"inimene, kes joob liiga palju alkoholi ja on sellest sõltuvuses	 inimene, kes ülemäära tarvitab alkohoolseid jooke, on alkoholist sõltuvuses"	"informaalsetes"	"Sõna ""joomakõri"" on slängi või kõnekeele väljend, mida kasutatakse tihti mitteametlikes olukordades, et kirjeldada kedagi, kes joob liiga palju alkoholi. Selline sõna võib esineda vestlustes, kus kasutatakse rohkem rahvakeelset või slängilikku väljendust, näiteks sõpradevahelistes vestlustes, sotsiaalmeedias või foorumites. Formaalsetes tekstides, nagu teadusartiklid või ametlikud aruanded, kasutatakse tõenäolisemalt neutraalsemaid ja meditsiiniliselt korrektseid termineid nagu ""alkohoolik"" või ""alkoholisõltlane""."	""
"joomamees"	"joodik, napsimees"	"informaalsetes"	"Sõna ""joomamees"" on kõnekeelne ja seda kasutatakse tihti mitteametlikes olukordades, et viidata inimesele, kes joob sageli alkoholi. See on pigem slängi kuuluv väljend, mida võib kohata vestlustes, blogides või sotsiaalmeedias, mitte aga ametlikes dokumentides või formaalsetes tekstides."	""
"jopastama"	"hästi minema, juhuslikult vedama, õnnestuma"	"informaalsetes"	"Sõna ""jopastama"" on slängisõna, mis viitab juhuslikule õnnestumisele või vedamisele. Sellised väljendid on tavaliselt levinud noorte seas ja kasutatakse mitteametlikes olukordades, nagu sõpradevahelised vestlused, sotsiaalmeedia postitused või chativestlused. Formaalsetes tekstides eelistatakse tavaliselt neutraalsemaid ja täpsemaid väljendeid."	""
"jora"	"tüütav, rumal jutt, sisutu loba"	"informaalsetes"	"Sõna ""jora"" kasutatakse sageli igapäevases kõnekeeles, et kirjeldada tüütavat või sisutühja juttu. See on slängi laadne väljend, mis sobib pigem mitteametlikesse olukordadesse, nagu vestlused sõprade vahel, sotsiaalmeedia postitused või kommentaarid. Formaalsetes tekstides eelistatakse tõenäoliselt neutraalsemaid ja täpsemaid väljendeid."	""
