Katsesõna	Tähendus	vastus	põhjendus	sünonüümid
tohm	rumal, ohmakas, loll	informaalsetes	"Sõna ""tohm"" tähenduses ""rumal, ohmakas, loll"" kannab endas negatiivset ja halvustavat varjundit. Seega sobib see pigem argikeelde ja mitteametlikku suhtlusse, näiteks sõprade vahel või internetikommentaarides. Formaalsemas ja ametlikumas keeles kasutatakse teisi, neutraalsemaid sünonüüme."	
tohmakas	rumal, ohmakas, loll	informaalsetes	"""Tohmakas"" omab negatiivset ja halvustavat varjundit, mis teeb selle sobimatuks formaalseks või neutraalseks suhtluseks.  Seda kasutatakse pigem emotsionaalselt laetud ja mitteametlikes vestlustes, kus selline otsekohesus on aktsepteeritav."	
tohter	"arst (kasutatakse sageli arsti perekonnanime ees)	 inimene, kelle töö on haigeid ravida	 kõrgema meditsiinilise haridusega inimene, kellele on antud õigus haigeid uurida ja ravi määrata"	informaalsetes	"Sõna ""tohter"" arsti ametinimetuse tähenduses on vananenud ja seda kasutatakse tänapäeval pigem mitteametlikus, familiaarses kõnekeeles, näiteks laste kõnepruugis või vanemate inimeste seas. Ametlikes tekstides ja meditsiinialases kirjanduses kasutatakse sõna ""arst""."	
tolk	aru, mõistus, taip(amine)	informaalsetes	"Minu treeningandmete põhjal kasutatakse sõna ""tolk"" tähenduses 'aru, mõistus, taip(amine)' peamiselt otsekõnes ja mitteformaalsetes olukordades. See kõlab vanapärase ja rahvapärase väljendina, mis sobib hästi dialoogidesse ja jutustavatesse tekstidesse, et luua teatud meeleolu või iseloomustada tegelast.  Formaalsetes ja ametlikes tekstides kasutatakse pigem teisi sõnu nagu ""mõistus"", ""aru"", ""taip"" või ""arusaamine""."	
topka	"viina- vms pits	 väike napsiklaas, (viina)pits"	informaalsetes	"Sõna ""topka"" viitab alkoholi tarvitamisele argikeeles ja slängis. See ei ole ametlik ega neutraalne termin, mida kasutataks näiteks teadusartiklites või ametlikes dokumentides.  Seetõttu sobib see pigem informaalsete tekstide konteksti."	
toto	kihlveokassa (nt hobuste võiduajamistel)	neutraalsetes/formaalsetes	"Sõna ""toto"" kihlveokassa tähenduses on pigem spetsiifiline termin ja seetõttu sobib kasutamiseks ametlikes ja neutraalsetes tekstides, mis käsitlevad kihlvedusid ja hasartmänge.  Kuigi see ei ole otseselt formaalne sõna, ei ole see ka selgelt informaalne."	
totu	(hrl heatahtlikult:) rumal, taipamatu	informaalsetes	"Sõna ""totu"" selles tähenduses kannab endas heatahtlikku halvustamist või naljatlemist, mis on iseloomulik pigem mitteametlikule suhtlusele.  See on sõna, mida kasutatakse sagedamini vestluses sõprade või perega, mitte ametlikes dokumentides või tõsistes aruteludes."	
transa	transportimine, vedu	informaalsetes	"""Transa"" lühivormina sõnast ""transport"" või ""transportimine"" esineb peamiselt kõnekeeles ja mitteametlikes tekstides. See on lühike ja mugav viis viidata transportimisele või vedamisele, kuid ametlikes dokumentides ja formaalsetes tekstides kasutatakse pigem täisversiooni."	
transa	transporditööline	informaalsetes	"""Transa"" on slängisõna, mis on lühem vorm sõnast ""transporditööline"".  Seda kasutatakse peamiselt mitteametlikus suhtluses ja see ei sobi ametlikesse või formaalsetesse tekstidesse."	
trukk	"hoog	 rõhk, surve"	informaalsetes	"Sõna ""trukk"" tähenduses ""hoog, rõhk, surve"" esineb peamiselt argikeeles ja mitteametlikes kontekstides. See on pigem kõnekeelne ja emotsionaalselt laetud väljend, mida ametlikes või formaalsetes tekstides tavaliselt ei kohta."	
trööpama	ohtralt kasutama, selle tõttu (ära) kulutama või rikkuma	informaalsetes	"""Trööpama"" selles tähenduses kõlab kõnekeelse ja mitteametlikuna.  See sobiks hästi näiteks blogipostitusse või sõpradega vestlusesse, aga ametlikus dokumendis või teadusartiklis oleks see kohatu."	
tsiviil	erariie (hrl vastanduses sõjaväevormile)	neutraalsetes/formaalsetes	"Sõna ""tsiviil"" antud tähenduses esineb nii ametlikes dokumentides (nt riigikaitse kontekstis) kui ka igapäevakõnes ja ilukirjanduses. Seega sobib see nii neutraalsesse kui ka formaalsesse registrisse.  Kuigi sõna võib esineda ka informaalsetes tekstides, ei ole see seal piisavalt domineeriv, et seda informaalseks märkida."	
tudeerima	uurima, tundma õppima	neutraalsetes/formaalsetes	"""Tudeerima"" on küllaltki ametlik ja akadeemilise varjundiga sõna, mis sobib hästi teaduslikes ja hariduslikku laadi tekstidesse. Kuigi see ei ole otseselt formaalne, ei ole see ka igapäevases kõnekeeles või informaalsetes tekstides eriti levinud."	
tudeerima	(kõrgkoolis) õppima	neutraalsetes/formaalsetes	"""Tudeerima"" on akadeemilise varjundiga sõna, mis viitab süvenenud õppimisele. See sobib hästi ametlikku ja haritud keelekasutusse. Kuigi see ei ole rangelt formaalne, ei ole see ka tüüpiline igapäevases suhtluses kasutatav sõna. Seetõttu sobib see pigem neutraalsetesse ja formaalsetesse tekstidesse."	
tuksi	korrast ära mineku kohta, nt rikki, katkiseks, haigeks	informaalsetes	"Sõna ""tuksi"" selles tähenduses on kõnekeelne ja emotsionaalselt laetud.  See sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse, kuid ametlikes või formaalsetes tekstides mõjuks see kohatu."	
tuksis	korrast ära, nt rikkis, katki, haige	informaalsetes	"Sõna ""tuksis"" kõnealuses tähenduses on kõnekeelne ja emotsionaalselt laetud.  See sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse, kuid ametlikes ja formaalsetes tekstides mõjub see kohatuna."	
turva	"inimene, kelle töö on valvata ja kaitsta mingit hoonet, inimest või asutust	 töötaja, kes kaitseb objekte või inimesi, tagab üritustel korda, valvab valveseadmestiku üle vm"	neutraalsetes/formaalsetes	"Sõna ""turva"" viitab ametlikule ametikohale ja seda kasutatakse sageli turvafirmade ja teiste organisatsioonide kontekstis, mis viitab formaalsemale keelekasutusele.  Samas ei ole sõna kasutamine piiratud ainult ametliku keelega ja seda võib kohata ka neutraalsetes tekstides, näiteks uudistes või artiklites, mis kirjeldavad turvatöötajaid või turvaintsidente. Seega sobib ""turva"" nii neutraalsesse kui ka formaalsesse registrisse.  Informaalsetes tekstides kasutatakse pigem sünonüüme nagu ""valvur"" või ""kaitsemees""."	
täkutama	käivitusjuhtmete abil teiselt akult autot käivitama	informaalsetes	"""Täkutama"" selles tähenduses on kõnekeelne ja ilmekas väljend, mis sobib hästi argisesse suhtlusse ja mitteametlikesse tekstidesse. Auto käivitamist abivooluga kirjeldatakse ametlikumates tekstides pigem neutraalsemate sõnadega nagu ""käivitusabi andma"" või ""käivituskaablitega käivitama""."	
uimama	(uimasena) aeglaselt liikuma või tegutsema	informaalsetes	"""Uimama"" selles tähenduses kõlab kõnekeelselt ja argiselet.  See sobiks hästi näiteks ilukirjanduslikku dialoogi või blogipostitusse, aga ametlikus dokumendis või teadusartiklis oleks see kohatu."	
umbluu	"(millegi või kellegi ebateaduslikuks või muidu kahtlaseks peetava kohta, hrl seoses mitmesuguste pseudoteadustega, para- ja alternatiivõpetustega)	 segane, mitte tõsiselt võetav jutt, jama, totrus"	informaalsetes	"Sõna ""umbluu"" omab negatiivset ja halvustavat varjundit.  See viitab millegi ebatõsiseltvõetavusele ja jama olemisele. Selline toon sobib pigem informaalsesse suhtlusse, kus emotsionaalsus ja subjektiivsus on lubatud.  Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt objektiivsemat ja lugupidavamat keelekasutust, mistõttu ""umbluu"" asemel kasutataks tõenäoliselt sõnu nagu ""pseudoteadus"", ""ekslik arusaam"" või ""kahtlane väide""."	
vaikelu	vaikne ja rahulik, oluliste sündmusteta ja tegevuseta olek	neutraalsetes/formaalsetes	"Sõna ""vaikelu"" selles tähenduses sobib nii ametlikku kui ka mitteametlikku kõnekeelde.  See ei ole släng ega liiga argikeelne, et seda formaalsetes tekstides vältida. Samas pole see ka liiga spetsiifiline termin. Seda võib kohata ilukirjanduses, ajakirjanduses ja igapäevases suhtluses."	
vanakas	(likööri Vana Tallinn kohta)	informaalsetes	"""Vanakas"" on slängisõna ja lühenenud vorm Vana Tallinna likööri kohta. Seda kasutatakse peamiselt mitteametlikes vestlustes ja olukordades sõprade ja tuttavate vahel. Ametlikes tekstides ja olukordades on sobilikum kasutada likööri täisnime."	
veering	raha, eriti väiksem rahasumma	informaalsetes	"Sõna ""veering"" raha tähenduses esineb peamiselt argikeeles ja internetikommentaariumides, mis viitab sellele, et tegemist on pigem informaalse sõnaga.  See ei ole ametlikus ega kirjakeeles levinud."	
vereproov	analüüsimiseks soonest eraldatud veri	neutraalsetes/formaalsetes	"""Vereproov"" on meditsiiniline termin, mida kasutatakse nii ametlikes dokumentides ja teadusartiklites kui ka igapäevases suhtluses arstidega.  See ei ole släng ega omane ainult informaalsele suhtlusele. Kuigi sõna võib esineda ka informaalsetes tekstides (nt ""Käisin täna vereproovi andmas""), ei muuda see sõna ennast informaalseks."	
vesistama	"kui sa nutad, siis voolavad su silmadest pisarad, sest sa oled kurb või sul on valus	 kurbust, muret, valu vm pisaratega väljendama"	informaalsetes	"""Vesistama"" on emotsionaalselt laetud ja pisut halvustav sõna, mis sobib pigem argikeelde ja informaalsesse suhtlusse.  See kõlab lapsemeelse või halvustavana, kui seda kasutada ametlikus või tõsises kontekstis kellegi leina või valu kirjeldamiseks."	
võmm	"inimene, kes töötab politseis	 politseiasutuses töötav isik"	informaalsetes	"Sõna ""võmm"" on släng ja seetõttu kasutatakse seda eelkõige mitteametlikes ja informaalsetes olukordades.  See ei ole ametlik termin ja ametlikes tekstides, näiteks politseidokumentides või uudistes, kasutatakse pigem sõna ""politseinik""."	
võrr	väikesemahulise mootoriga kaherattaline sõiduk, abimootoriga jalgratas	informaalsetes	"""Võrr"" on slängisõna, mis on lühem vorm sõnast ""mopeed"".  Seda kasutatakse peamiselt argisuhtluses ja mitteametlikes tekstides. Ametlikes dokumentides või uudistes kasutataks pigem sõna ""mopeed"" või ""mootorratas""."	
õudselt	väga, äärmiselt	informaalsetes	"""Õudselt"" tähenduses ""väga, äärmiselt"" on emotsionaalselt laetud ja intensiivistav sõna, mis sobib kõnekeelde ja mitteametlikku suhtlusse.  See annab edasi tugevat tunnet ja on seetõttu vähem sobiv ametlikes või neutraalsetes tekstides.  Näiteks ""See kook on õudselt maitsev"" on sobilik sõpradega vesteldes, aga ametlikus retseptis oleks parem kasutada ""väga maitsev"" või ""erakordselt maitsev""."	
äpu	inimene, kelle käes kõik äpardub, saamatu inimene	informaalsetes	"Sõna ""äpu"" kannab endas selgelt halvustavat ja mitteametlikku varjundit.  See sobib hästi igapäevakõnesse ja mitteformaalsesse suhtlusse, kuid ametlikes või neutraalsetes tekstides mõjuks see ebaprofessionaalselt ja halvustavalt."	
ärikas	vaheltkasu teenimisega tegeleja, hrl ebaseadusliku äriga tegeleja	informaalsetes	"Sõna ""ärikas"" antud tähenduses kannab negatiivset ja halvustavat varjundit ning viitab sageli ebaseaduslikule või kahtlasele tegevusele. Seega on see pigem iseloomulik informaalsele keelekasutusele, kus selliseid hinnanguid ja emotsionaalselt laetud väljendeid sagedamini esineb.  Neutraalsetes ja formaalsetes tekstides eelistatakse täpsemaid ja objektiivsemaid termineid."	
üle soolama	liialdama, üle pakkuma	informaalsetes	"Väljend ""üle soolama"" kõlab kõnekeelse ja metafoorse väljendina, mis sobib pigem argisema suhtluse ja mitteametlike tekstide konteksti.  See ei oleks sobiv ametlikes dokumentides või akadeemilistes tekstides."	
aastanumber	kalendriaastat märkiv arv	neutraalsetes/formaalsetes	"""Aastanumber"" on täpne ja ametlik termin aasta tähistamiseks arvuliselt.  See sobib hästi ametlikesse dokumentidesse, statistikasse, andmebaasidesse jne. Kuigi seda võib kohata ka neutraalsetes tekstides, ei seostu see otseselt informaalse keelekasutusega.  Näiteks ""Sündisin aastal 1990"" kõlab loomulikumalt kui ""Minu sünniaastanumber on 1990""."	
ahnepäits	ahne loom või inimene	informaalsetes	"Sõna ""ahnepäits"" on rahvalik ja ekspressiivne.  See sobib hästi emotsionaalseks ja värvikaks väljenduseks mitteametlikes olukordades, näiteks vestluses sõpradega või blogipostituses.  Formaalsetes või ametlikes tekstides kasutataks pigem neutraalsemaid vasteid nagu ""ahne inimene"" või ""ahnur""."	
ainsam	"ainult üks	 selline, mida või keda on ainult üks"	neutraalsetes/formaalsetes	"""Ainsam"" oma tähenduses 'ainult üks selline, mida või keda on ainult üks' sobib nii ametlikku kui ka mitteametlikku kõnekeelde.  See ei ole släng ega liiga argikeelne, et seda formaalsetes tekstides vältida. Samuti ei ole see nii spetsiifiline või haruldane, et seda ainult formaalsetes tekstides kasutataks. Näiteks sobiks see nii lausesse ""See on ainus võimalus"" (neutraalne) kui ka ""Ta oli mu ainus lootus"" (võib esineda nii formaalses kui mitteformaalses tekstis)."	
ainumalt	ainult, üksnes	informaalsetes	"""Ainumalt"" kõlab kõnekeelse ja mitteametlikuna.  See sarnaneb sõnadega nagu ""ainult"" või ""üksnes"", mis on neutraalsemad ja sobivad ka ametlikumatesse tekstidesse. ""Ainumalt"" jätab mulje otsekõnest või mitteametlikust suhtlusest."	
ajutu	totter, ogar, napakas	informaalsetes	"Sõna ""ajutu"" tähenduses ""totter, ogar, napakas"" kannab halvustavat ja emotsionaalselt laetud tähendust. Seega sobib see pigem argikeelde ja mitteametlikku suhtlusse, näiteks sõprade vahel või internetikommentaarides. Formaalsemas kontekstis, näiteks teadusartiklis või ametlikus kirjas, oleks sellise sõna kasutamine kohatu."	
ajuvaba	totter, ogar, napakas	informaalsetes	"Sõna ""ajuvaba"" kannab endas negatiivset ja halvustavat varjundit, mis on iseloomulik pigem informaalsele suhtlusstiilile.  See on emotsionaalselt laetud ja sarnaneb teiste informaalsete väljenditega nagu ""loll"", ""napakas"", ""idi"".  Formaalsetes ja neutraalsetes tekstides eelistatakse tavaliselt pehmemaid ja objektiivsemaid sõnu."	
akuraat	(pedantselt) korralik või korras, nõudeid järgiv või nõuetele täpselt vastav	neutraalsetes/formaalsetes	"Sõna ""akuraat"" kannab endas teatavat ametlikkust ja täpsust, mis sobib nii neutraalsesse kui ka formaalsesse keelekasutusse.  Kuigi see ei ole otseselt formaalne sõna, annab see edasi korrektsust ja täpsust, mis on formaalsetele tekstidele omased. Samas ei ole see liiga spetsiifiline ega kõrgstiilne, mistõttu sobib see ka neutraalsesse registrisse.  ""Akuraat"" ei ole tavapärane slängisõna ega omane argikeelele, seega informaalsetes tekstides seda pigem ei kohta."	
akuraatne	(pedantselt) korralik või korras, nõudeid järgiv või nõuetele täpselt vastav	neutraalsetes/formaalsetes	"""Akuraatne"" viitab täpsusele ja korrektsusele, mis on omane nii neutraalsele kui ka formaalsele stiilile.  Sõna ei ole släng ega omane argikeelele, seega informaalsetes tekstides seda pigem harvemini kasutatakse. Samas ei ole see ka liiga spetsiifiline termin, mis piirduks vaid formaalsete tekstidega. Seega sobib see hästi nii ametlikesse dokumentidesse, teadusartiklitesse kui ka igapäevasesse suhtlusse ja kirjandusse."	
alko	"joogid, mis sisaldavad alkoholi, näiteks viin, õlu ja vein	 joovastava toimega jook (nt vein, õlu, viin), mille kangus tuleneb joogis sisalduvast etanooli hulgast"	informaalsetes	"""Alko"" on lühend sõnast ""alkohol"" või ""alkohoolsed joogid"". Lühendeid kasutatakse tavaliselt mitteformaalses suhtluses, näiteks sõpradega vesteldes või internetikommentaarides. Formaalsemas keeles ja ametlikes dokumentides eelistatakse täisversiooni."	
alla jätma	hinda alandama, odavamalt müüma kui esialgu küsitud	neutraalsetes/formaalsetes	"Väljend ""alla jätma"" hinda alandamise kontekstis kõlab küllaltki ametlikult ja asjalikult.  See sobib uudisteartiklitesse, ametlikesse teadaannetesse ja ärikirjadesse.  Kuigi see ei ole otseselt formaalne termin, ei tundu see ka piisavalt argikeelne, et seda informaalseks liigitada."	
alt minema	"mingis toimingus, otsuses eksima	 petta saama"	informaalsetes	"Väljend ""alt minema"" antud tähenduses on kõnekeelne ja emotsionaalselt laetud. See sobib hästi argisesse suhtlusse ja informaalsetesse tekstidesse, kus väljendatakse isiklikke arvamusi ja kogemusi. Formaalsemates tekstides kasutatakse pigem neutraalsemaid ja täpsemaid väljendeid nagu ""eksima"", ""viga tegema"", ""petta saama""."	
alt tõmbama	kedagi petma, tüssama	informaalsetes	"Väljend ""alt tõmbama"" kellegi petmise või tüssamise tähenduses on kõnekeelne ja slängilähedane. Seega sobib see pigem informaalsetesse tekstidesse, näiteks sõprade vahelisse vestlusesse või blogipostitusse. Formaalsemas või ametlikumas keeles kasutataks pigem sõnu nagu ""petma"", ""tüssama"" või ""eksiarvamusele viima""."	
