katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
;;; ;;;3;algatuslik iseloom või omadus;jah;3;vähene;Oma algatusliku energiaga juhib Jäär kogu ringi. | Laps on õppijana aktiivne ja algatuslik. | Oranžid isiksused on suurepärased probleemide lahendajad. Nad on võimelised kõiki tegureid ära tundma ja analüüsima, arvestama kõiki kaasnevaid riske, arukalt käima läbi kõik võimalused, veenduma, et neil on kõik vajalikud ressursid ning seejärel tegutsema. | Marsi ja Uraani sekstiil lisab sinu algatuslikule loomusele veelgi julgust ja pealehakkamist. | Oled tööasjades väga leidlik ning algatuslik.;informaalsetes;ei;"Sõna ""algatuslik"" kasutatakse informaalsetes kontekstides, kus rõhutatakse isikuomadusi nagu aktiivsus, leidlikkus ja algatusvõime. Näiteks kasutatakse seda sõna kirjeldamaks Jäära sodiaagimärgi omadusi või lapse õppimisvõimet. Sellised kontekstid on tavaliselt vähem formaalsed ja võivad esineda igapäevases suhtluses või isiklikus arengus. Seetõttu on sõna kasutus selles tähenduses pigem informaalne. Olen pigem kindel, et see tähendus on informaalne, kuna see esineb sageli igapäevases suhtluses ja isikliku arengu kontekstis.";pigem kindel;kõnekeelne;ei;"Sõna ""algatuslik"" kasutatakse informaalsetes kontekstides, kus rõhutatakse isikuomadusi nagu aktiivsus, leidlikkus ja algatusvõime. Sellised kontekstid on tavaliselt vähem formaalsed ja võivad esineda igapäevases suhtluses või isiklikus arengus. Seetõttu on sõna kasutus selles tähenduses pigem informaalne ja kuulub kõnekeelsesse registrisse.";;;;;;;;;;;;;
otseteed;REGISTRITA;4;ei kohaldu;5434;jah;1;arvuti- ja tarkvarafunktsioonide kiirklahvid või lingid;ei;3;sage;Standard Booksi tarkvaras on päris mitu otseteed, mida tasub teada ning targalt ära kasutada. | Seejärel valige Märgi. Minu otseteed Otseteed võimaldavad kiiret juurdepääsu enamkasutatavatele funktsioonidele. | Windowsi otsetee on Windowsi poolt kasutatav patenteeritud failitüüp operatsioonisüsteemi. | Kasutage otseteid! | Mugavad otseteed Kellele meist ei meeldiks otseteed ehk shortcut'id?;neutraalsetes/formaalsetes;ei;Seda tähendust kasutatakse peamiselt tehnilistes ja ametlikes kontekstides, kus räägitakse arvutite ja tarkvara kasutamisest. Näiteks juhendid, tarkvara dokumentatsioon ja tehnilised artiklid. Sellistes tekstides on oluline täpsus ja selgus, mistõttu kasutatakse neutraalset või formaalset keelt. Seetõttu on see tähendus neutraalne/formaalne. Olen väga kindel, et see tähendus on neutraalne/formaalne, kuna see on seotud tehnilise ja ametliku kontekstiga.;väga kindel;ei kohaldu;ei;ei kohaldu;1;otse, ilma kõrvalepõiketa;jah;3;sage;Ta läks otseteed koju. | Me jõudsime otseteed sihtkohta. | Ta suundus otseteed kontorisse. | Nad läksid otseteed restorani. | Koer jooksis otseteed peremehe juurde.;neutraalsetes/formaalsetes;jah;Seda tähendust kasutatakse sageli ametlikes ja neutraalsetes kontekstides, näiteks juhistes või kirjeldustes, kus on oluline täpsus ja selgus. Näiteks võib seda leida ametlikes dokumentides, kus kirjeldatakse liikumist või tegevust ilma kõrvalepõiketa. See ei kanna endas mingeid stilistilisi või emotsionaalseid varjundeid, mis viitaksid informaalsetele kontekstidele.;väga kindel;ei kohaldu;jah;ei kohaldu
;;; ;;;2;kõige lühemat teed pidi liikumine;jah;3;keskmine;Mingi hetk keerasime suure tee pealt maha, et otseteed minna. | Otseteed on siit koju ainult paar kilomeetrit, aga jõgi on ees. | Ma tean otseteed! | Külatee asemel otseteed väisasin. | Üks poistest teatas, et ta teab väga head otseteed kooli juurde, mis on palju kiirem.;informaalsetes;ei;See tähendus esineb sageli igapäevastes vestlustes ja mitteametlikes olukordades, kus inimesed räägivad oma liikumisteekondadest või valikutest. Näiteks kui keegi räägib, kuidas nad jõudsid kiiremini sihtkohta, kasutades otseteed. Sellistes olukordades on keel sageli vabam ja vähem formaalne. Seetõttu on see tähendus informaalne. Olen pigem kindel, et see tähendus on informaalne, kuna see esineb igapäevastes ja mitteametlikes kontekstides.;pigem kindel;kõnekeelne;ei;See tähendus on seotud igapäevase ja mitteametliku keelekasutusega, kus inimesed räägivad oma liikumisteekondadest või valikutest. Sellistes olukordades on keel sageli vabam ja vähem formaalne, mistõttu on see tähendus kõnekeelne. Näiteks kui keegi räägib, kuidas nad jõudsid kiiremini sihtkohta, kasutades otseteed, on see sageli mitteametlikus vestluses kasutatav väljend. Seetõttu on see tähendus kõnekeelne.;2;kiiresti, viivitamatult;ei;3;keskmine;Ta lahkus otseteed pärast koosolekut. | Nad lahendasid probleemi otseteed. | Ta vastas otseteed küsimusele. | Nad jõudsid otseteed kokkuleppele. | Ta tegi otsuse otseteed.;informaalsetes;ei;See tähendus esineb tihti igapäevases kõnes, kus rõhutatakse tegevuse kiiret toimumist. Seda kasutatakse sageli olukordades, kus on oluline kiirus või otsesus, näiteks vestlustes, kus arutatakse kiireid lahendusi või otsuseid. Informaalne kasutus tuleneb sellest, et see väljendab sageli isiklikke kogemusi või kiireloomulisi olukordi, mis ei nõua formaalset keelekasutust.;pigem kindel;kõnekeelne;ei;See tähendus on kõnekeelne, kuna seda kasutatakse sageli igapäevases suhtluses, kus rõhutatakse tegevuse kiiret toimumist. See ei ole seotud formaalse keelekasutusega ja esineb tihti olukordades, kus on oluline kiirus või otsesus. Näiteks võib seda leida vestlustes, kus arutatakse kiireid lahendusi või otsuseid, mis ei nõua formaalset keelekasutust.
;;; ;;;3;kiire ja vahetu tegutsemine;jah;3;vähene;Avarii teinud mees läks otseteed politseisse. | Ansambel eskorditi otseteed staadionile. | Hispaania pääses otseteed finaali. | Kas osakonnajuhataja vallandatakse, päriti otseteed. | Lõpeta otseteed! Ütle otseteed välja, mida mõtled.;neutraalsetes/formaalsetes;jah;See tähendus viitab kiirele ja otsesele tegutsemisele, mis võib esineda nii ametlikes kui ka mitteametlikes kontekstides. Näiteks võib see tähendada kiiret tegutsemist kriisiolukorras või otsest suhtlemist. Kuna see võib esineda erinevates kontekstides, on see tähendus neutraalne/formaalne. Olen pigem ebakindel, et see tähendus on neutraalne/formaalne, kuna see võib esineda erinevates kontekstides.;pigem ebakindel;harv;ei;See tähendus esineb harva ja on seotud kiire ja otsese tegutsemisega, mis võib esineda nii ametlikes kui ka mitteametlikes kontekstides. Kuna see ei ole väga levinud ja esineb pigem harva, on see tähendus harv. Näiteks võib see tähendada kiiret tegutsemist kriisiolukorras või otsest suhtlemist, kuid sellised olukorrad ei ole igapäevased. Seetõttu on see tähendus harv.;3;otse tee, lühim tee;jah;3;vähene;Me leidsime otseteed läbi metsa. | Kas sa tead otseteed linna?  | Otseteed mööda jõuame kiiremini. | Ta näitas meile otseteed. | Otseteed on lühem kui tavapärane marsruut.;ei kohaldu;jah;See tähendus ei ole selgelt seotud ühegi kindla registriga, kuna seda kasutatakse nii igapäevases kõnes kui ka neutraalsetes kirjeldustes. Näiteks võib seda leida nii vestlustes kui ka kirjeldustes, kus räägitakse teekonnast või marsruudist. Seetõttu ei ole võimalik kindlalt määratleda, kas see kuulub formaalsesse või informaalsesse registrisse.;pigem ebakindel;harv;ei;See tähendus on harv, kuna seda esineb treeningandmetes vähem kui teisi tähendusi. Kuigi see võib esineda nii igapäevases kõnes kui ka neutraalsetes kirjeldustes, ei ole see nii levinud kui teised tähendused. Seetõttu on see tähendus märgendatud kui harv.
palmima;REGISTRITA;1;ei kohaldu;191;ei;1;punuma või põimima (nt juukseid, õlgi);jah;3;sage;Juukseid määriti mageda võiga või rasvaga. Neidude juuksed olid lahti ja pärjad olid peas. Lahtisi juukseid ei määritud, hiljem kui juukseid hakati palmima, siis määriti. | Naised sugesid juuksed kahte palmikusse ja seadsid need kas ümber pea või kukla taha ühest kõrvast teiseni. | Kui juuksed pärast salkudeks jagati ja nahkrihmadega kõvasti kokku palmiti, saadi krussis ja käharad lokid. | Neiu hakkas oma juukseid korraldama, palmikusse punuma. | Juuksed olid palmitud kahte pikka patsi, edevamad kiharad jäetud mänglema otsmikule.;neutraalsetes/formaalsetes;jah;Sõna „palmima“ kasutamine juuste või muude materjalide punumise või põimimise tähenduses on neutraalne ja formaalne. Seda kasutatakse sageli kirjeldustes, mis ei kanna emotsionaalset ega stilistilist laengut. Näiteks juuste palmimine on tavaline tegevus, mida kirjeldatakse nii igapäevastes kui ka ametlikes kontekstides, nagu näiteks kirjeldustes või juhendites. Seetõttu ei ole sellel tähendusel erilist stiililist märgistust ja see sobib hästi neutraalsetesse ja formaalsetesse tekstidesse.;väga kindel;ei kohaldu;jah;ei kohaldu;1;ei määratletud;ei;0;ei määratletud;ei leitud;ei määratletud;ei;ei määratletud;pigem ebakindel;ei kohaldu;ei;ei kohaldu
;;; ;;;2;palmipuud või palmiõli puudutav;ei;3;keskmine;Tahaks muidugi sooja kuhugile, palmi alla! | Ei seedrid, ei palmid, ei kasva me maal. | Mõni asetas väikesi potte kaminasse ja keetis vett, mis pidi naha valgeks ja pehmeks tegema. Teised jälle segasid midagi juustele määrimiseks. | Kui su palmitud juuksed on vallandunud, kui su laug pole sirge, kui su pihikupaelad pole sõlmitud, ära pane tähele. | Kui lahja on su oma põllu riib! Siin põhikirde iilid noorust niitvad, ei pärjaks ole iial valminud su pööripäevad, päikest, tormi liitvad. Kui vähe oled salmiks palminud!;informaalsetes;ei;Sõna „palmima“ kasutamine palmipuude või palmiõli kontekstis on pigem informaalne. Seda kasutatakse sageli vestlustes, mis puudutavad reisimist, puhkust või igapäevaseid olukordi, kus palmipuud on sümboliks eksootikale või lõõgastusele. Sellised kontekstid on tavaliselt vabad ja mitteametlikud, mistõttu sobib see tähendus pigem informaalsetesse tekstidesse.;pigem kindel;kõnekeelne;ei;Sõna „palmima“ kasutamine palmipuude või palmiõli kontekstis on kõnekeelne ja rahvapärane, kuna see esineb sageli mitteametlikes vestlustes ja kirjeldustes, mis puudutavad reisimist või eksootilisi sihtkohti. Sellised kontekstid on tavaliselt vabad ja mitteametlikud, mistõttu sobib see tähendus pigem informaalsetesse tekstidesse. Rahvapärane märgend tuleneb sellest, et palmipuud on sageli seotud rahvapäraste väljendite ja sümbolitega, mis viitavad lõõgastusele ja eksootikale.;;;;;;;;;;;;;
;;; ;;;2;palmipuud või palmiõli puudutav;;3;keskmine;Tahaks muidugi sooja kuhugile, palmi alla! | Ei seedrid, ei palmid, ei kasva me maal. | Mõni asetas väikesi potte kaminasse ja keetis vett, mis pidi naha valgeks ja pehmeks tegema. Teised jälle segasid midagi juustele määrimiseks. | Kui su palmitud juuksed on vallandunud, kui su laug pole sirge, kui su pihikupaelad pole sõlmitud, ära pane tähele. | Kui lahja on su oma põllu riib! Siin põhikirde iilid noorust niitvad, ei pärjaks ole iial valminud su pööripäevad, päikest, tormi liitvad. Kui vähe oled salmiks palminud!;informaalsetes;;Sõna „palmima“ kasutamine palmipuude või palmiõli kontekstis on pigem informaalne. Seda kasutatakse sageli vestlustes, mis puudutavad reisimist, puhkust või igapäevaseid olukordi, kus palmipuud on sümboliks eksootikale või lõõgastusele. Sellised kontekstid on tavaliselt vabad ja mitteametlikud, mistõttu sobib see tähendus pigem informaalsetesse tekstidesse.;pigem kindel;rahvapärane;ei;Sõna „palmima“ kasutamine palmipuude või palmiõli kontekstis on kõnekeelne ja rahvapärane, kuna see esineb sageli mitteametlikes vestlustes ja kirjeldustes, mis puudutavad reisimist või eksootilisi sihtkohti. Sellised kontekstid on tavaliselt vabad ja mitteametlikud, mistõttu sobib see tähendus pigem informaalsetesse tekstidesse. Rahvapärane märgend tuleneb sellest, et palmipuud on sageli seotud rahvapäraste väljendite ja sümbolitega, mis viitavad lõõgastusele ja eksootikale.;;;;;;;;;;;;;
;;; ;;;3;luuleliselt või poeetiliselt midagi looma või kujundama;ei;3;vähene;"Kui seitse aastat mööda said, siis tuli koju peiu, Sääl noorepõlwe õnnest kihwti walmib, Kus isa oma lapse ära neab, Neist wandesõnust saadan jutlust palmib, Mis rõõmu tujul põrgu pidul peab. | Kui soowite, siis minu otsust kuulge, Ta lausub sõbralikult wagusi: ""Kes elu keskel tegewalt ei asu, Ei kuule oma juhtijat ja pääd, Neist pole rahwale ka tõsist kasu, Ei wõi nad ilmas teha mingit hääd. | Kui lahja on su oma põllu riib! Siin põhikirde iilid noorust niitvad, ei pärjaks ole iial valminud su pööripäevad, päikest, tormi liitvad. Kui vähe oled salmiks palminud! | Kui lahja on su oma põllu riib! Siin põhikirde iilid noorust niitvad, ei pärjaks ole iial valminud su pööripäevad, päikest, tormi liitvad. Kui vähe oled salmiks palminud! | Kui lahja on su oma põllu riib! Siin põhikirde iilid noorust niitvad, ei pärjaks ole iial valminud su pööripäevad, päikest, tormi liitvad. Kui vähe oled salmiks palminud!";ei kohaldu;ei;Sõna „palmima“ kasutamine luuleliselt või poeetiliselt on haruldane ja ei ole selgelt seotud ühegi kindla registriga. Seda kasutatakse pigem stilistilise võttena, et luua kujundlikke või poeetilisi väljendeid, mis ei ole seotud konkreetse formaalsuse tasemega. Seetõttu ei kohaldu see tähendus kindlalt ei formaalsetesse ega mitteametlikesse tekstidesse.;pigem ebakindel;harv;ei;Sõna „palmima“ kasutamine luuleliselt või poeetiliselt on haruldane, kuna see esineb väga vähestes tekstides ja on stilistiliselt markeeritud. Seda kasutatakse pigem stilistilise võttena, et luua kujundlikke või poeetilisi väljendeid, mis ei ole seotud konkreetse formaalsuse tasemega. Seetõttu on see tähendus harv ja esineb peamiselt luule kontekstis.;;;;;;;;;;;;;
emane;vulgaarne;3;vulgaarne;53579;jah;1;loomaliigi emane isend;jah;3;sage;"Võtsime loomapoest ""isase"" deegu. Eelnevalt oli kodus isane deegu. Nüüd tuleb välja, et ""isane"" on tegelikult emane. | Ma arvan, et emane on sul helmeline -kaneel ja teine lind helmeline. | Minu emane on enamus ajast pigem kollakas kui hallikas. | Juba homme, 11. jaanuaril toimub Türi Kultuurikeskuses teine Kesk-Eesti ettevõtluskonverents, kus mitme teise esineja seas astub kõnepulti ka Türi vallavolikogu ja Estonia ... | Järelikult on siis ikka emane. Kõik kes minu juures või seda pilti näinud on,ütlevad ka et Blacky on emane.";neutraalsetes/formaalsetes;jah;"Sõna ""emane"" loomaliigi emase isendi tähenduses kasutatakse peamiselt neutraalsetes ja formaalsetes tekstides, kuna see on bioloogiline termin, mida kasutatakse teaduslikes ja ametlikes kontekstides. Näiteks aretuse ja loomade pidamisega seotud tekstides on see tavaline ja neutraalne termin. Tekstides, kus räägitakse loomade sugupoolest, kasutatakse seda sõna ilma emotsionaalse või stilistilise varjundita, mis viitab selle neutraalsusele. Seetõttu on kindel, et seda kasutatakse neutraalsetes ja formaalsetes kontekstides.";väga kindel;ei kohaldu;jah;ei kohaldu;1;naissoost loom;jah;3;sage;Kass on emane ja tal on pojad. | Emane koer hoolitseb oma kutsikate eest. | Looduses on emased linnud sageli väiksemad kui isased. | Emane elevant juhib karja. | Emane rebane on poegadega urus.;neutraalsetes/formaalsetes;jah;"Sõna ""emane"" kasutatakse loomade puhul tavaliselt neutraalses või formaalses kontekstis, näiteks teaduslikes artiklites, loodusdokumentaalides ja haridusmaterjalides. See on standardne termin, mida kasutatakse bioloogias ja zooloogias, et eristada sugupooli. Kuna see on üldtunnustatud ja laialdaselt kasutatav, ei ole sellel tähendusel mingeid eripäraseid registrimärgendeid. Olen väga kindel, et see tähendus on neutraalne ja formaalne.";väga kindel;ei kohaldu;jah;ei kohaldu
;;;ei kohaldu;;;2;naissoost isik (inimene);jah;3;keskmine;Oi kui armas! Tegelikult pole emane just hea võrdlus, sest emased on alati hulga pisemad (ja nirumad) kui isased... | Andku nüüd õrnem sugu andeks, aga juttu tuleb emastest. Tüüpiline emane on töökas peoloom, kes peab ennast kõige ilusamaks, targemaks, pandavamaks, jne. | Veidi teisem oli emane - munarakke tootvasse sugupoolde kuuluv või siis emasloom. Looduses. | Laias laastus on naised ka emased. | Ja seda mitte halvustavalt. Kuid tänapäeval on sellele sõnale selline halb maik juurde tulnud.;informaalsetes;jah;"Sõna ""emane"" naissoost isiku tähenduses kasutatakse pigem informaalsetes tekstides, kuna see võib kanda halvustavat või kõnekeelset varjundit. Tekstides, kus räägitakse inimestest, kasutatakse seda sõna sageli kõnekeeles või kontekstides, kus soovitakse rõhutada soolist erinevust või stereotüüpe. Selline kasutus võib olla seotud ka rahvapäraste väljenditega, mis viitab sellele, et sõna kasutatakse pigem mitteametlikes olukordades. Seetõttu olen pigem kindel, et seda kasutatakse informaalsetes kontekstides.";pigem kindel;kõnekeelne;jah;"Sõna ""emane"" naissoost isiku tähenduses on sageli seotud kõnekeelse ja rahvapärase kasutusega, kuna see võib kanda halvustavat või stereotüüpset varjundit. Tekstides, kus räägitakse inimestest, kasutatakse seda sõna sageli mitteametlikes olukordades, et rõhutada soolist erinevust või stereotüüpe. Selline kasutus viitab sellele, et sõna on kõnekeelne ja rahvapärane, kuna see ei ole ametlik termin ja võib olla seotud rahvapäraste väljenditega. Seetõttu on sobiv lisada märgendid ""kõnekeelne"" ja ""rahvapärane"".";2;naissoost inimene (kõnekeelne, halvustav);jah;3;keskmine;Ta käitus nagu tõeline emane. | Mõned mehed nimetavad naisi emasteks. | See emane ei oska autot juhtida. | Ta on tõeline emane, kui asi puudutab draamat. | Miks sa pead alati emane olema?;informaalsetes;jah;"Sõna ""emane"" kasutamine inimese kohta on sageli halvustav ja kõnekeelne. Seda kasutatakse tihti negatiivses kontekstis, et alandada või solvata naisi. Selline kasutus on levinud mitteametlikes vestlustes ja võib olla seotud soolise diskrimineerimise või stereotüüpidega. Seetõttu on see tähendus kõnekeelne ja rahvapärane. Olen pigem kindel, et see tähendus on informaalne.";pigem kindel;kõnekeelne;jah;"Sõna ""emane"" kasutamine inimese kohta on sageli seotud negatiivsete konnotatsioonidega ja seda kasutatakse halvustavalt. See on kõnekeelne ja sageli seotud soolise diskrimineerimisega. Selline kasutus on levinud mitteametlikes vestlustes ja võib olla seotud stereotüüpidega. Seetõttu on see tähendus kõnekeelne ja halvustav. Märgendid ""kõnekeelne"" ja ""halvustav"" sobivad hästi, kuna need peegeldavad sõna kasutamise viisi ja konteksti."
