katsesõna;valimisse_sai_märgendiga;ÜSis_tähendusi_kokku;ÜSis_tähenduste_küljes_olevad_ja_õigeks_loetavad_märgendid;SkE_2023_sagedus;vektoriseerimine;korp_tähenduse_nr;korp_tähendus;korp_koond_tähendus_olemas_ja_adekvaatne;korp_tähenduste_arv_kokku;korps_sagedus;korp_näited;korp_tekstiregister;korp_registri_adekvaatsus;korp_registri_põhjendus;korp_registri_kindlus;korp_märgend;korp_märgendi_adekvaatsus;korp_märgendi_põhjendus;treening_tähenduse_nr;treening_tähendus;treening_koond_tähendus_olemas_ja_adekvaatne;treening_tähenduste_arv_kokku;treening_sagedus;treening_näited;treening_tekstiregister;treening_registri_adekvaatsus;treening_registri_põhjendus;treening_registri_kindlus;treening_märgend;treening_märgendi_adekvaatsus;treening_märgendi_põhjendus
nääl;rahvapärane;1;;162;jah;1;naisevend;jah;1;sage;ONU – ema vend TÄDI – ema õde LELL – isa vend SÕTSE – isa õde NÄÄL – naise vend|Sest Otepääl elab mu nääl ja Rõngus nõbu.|Timotheus von Bocki (Timo) lugu esitatakse läbi Jakob Mättiku (Timo näälu) silmade.|Küdi märgib mehe venda ja nadu mehe õde, nääl aga naise venda ja käli naise õde.|Värskest ajakirja Basketball numbrist saate teada, et G4S korvpalli meistriliigas mängib maailmakuulsa filmirežissööri James Cameroni näälu ehk naisevenna poeg.;neutraalsetes/formaalsetes;jah;"Sõna ""nääl"" esineb tekstides valdavalt neutraalses või formaalses kontekstis. Materjalis leidub teaduslikke ja seletavaid tekste sugulussõnade kohta, ajaloolisi dokumente, ilukirjanduslikke tekste ning ajakirjanduslikke artikleid. Sõna kasutatakse faktiliselt ja informatiivselt, sageli koos teiste sugulussõnadega loetelude või seletuste kontekstis. Ei esine slängi tunnuseid ega kõnekeelseid väljendeid. Sõna kasutus on pigem hariv ja selgitav.";väga kindel;harv;jah;"Sõna ""nääl"" vajab märgendit ""harv"", kuna tekstimaterjalist selgub, et tegemist on tänapäeval vähe tuntud ja kasutatud sõnaga. Mitmes tekstis mainitakse otsesõnu, et nooremad põlvkonnad ei tea enam selle sõna tähendust. Sõna esineb peamiselt seletavates kontekstides või vanemaid aegu kirjeldavates tekstides. Kuigi sõna on eesti keeles olemas ja sõnaraamatutes kirjas, on selle tegelik kasutus piiratud. Tekstides esineb sõna tihti koos seletustega või sünonüümidega.";1;õmblusvahend;ei;2;sage;Ema otsis nääla ja niidi, et nööp ette õmmelda. | Vanaema pani nääla läbi riide ja hakkas tikkima. | Nääl kukkus põrandale ja ma ei leia seda enam üles. | Kas sul on nääla ja niiti, et auk kinni õmmelda? | Ta torkas nääla kogemata sõrme.;informaalsetes;ei;Sõna nääl õmblusvahendi tähenduses on murdeline vorm standardkeelsest sõnast nõel. See esineb peamiselt kõnekeeles, murdekeeles ja rahvapärases keelekasutuses. Formaalsetes ja neutraalsetes tekstides kasutatakse standardset vormi nõel. Vorm nääl on iseloomulik just argisele suhtlusele ja murdekeelsele väljendusviisile. Selle kasutamine viitab mitteametlikule keelekasutusele.;väga kindel;murdekeelne;ei;Nääl on selgelt murdeline vorm standardkeelsest sõnast nõel. See on levinud eesti murretes ja kõnekeeles, kuid ei kuulu kirjakeele normingute hulka. Vorm on rahva seas laialt kasutusel, eriti suulises kõnes ja murdekeelsetes tekstides. Standardkeeles on õige vorm nõel, mistõttu nääl on markeeritud kui mittestandardne variant. Selle kasutamine on iseloomulik just argisele ja murdekeelsele väljendusviisile.
;;;;;;;;;;;;;;;;;;;1;õmblusvahend;;2;sage;Ema otsis nääla ja niidi, et nööp ette õmmelda. | Vanaema pani nääla läbi riide ja hakkas tikkima. | Nääl kukkus põrandale ja ma ei leia seda enam üles. | Kas sul on nääla ja niiti, et auk kinni õmmelda? | Ta torkas nääla kogemata sõrme.;informaalsetes;;Sõna nääl õmblusvahendi tähenduses on murdeline vorm standardkeelsest sõnast nõel. See esineb peamiselt kõnekeeles, murdekeeles ja rahvapärases keelekasutuses. Formaalsetes ja neutraalsetes tekstides kasutatakse standardset vormi nõel. Vorm nääl on iseloomulik just argisele suhtlusele ja murdekeelsele väljendusviisile. Selle kasutamine viitab mitteametlikule keelekasutusele.;väga kindel;kõnekeelne;ei;Nääl on selgelt murdeline vorm standardkeelsest sõnast nõel. See on levinud eesti murretes ja kõnekeeles, kuid ei kuulu kirjakeele normingute hulka. Vorm on rahva seas laialt kasutusel, eriti suulises kõnes ja murdekeelsetes tekstides. Standardkeeles on õige vorm nõel, mistõttu nääl on markeeritud kui mittestandardne variant. Selle kasutamine on iseloomulik just argisele ja murdekeelsele väljendusviisile.
;;;;;;;;;;;;;;;;;;;2;süstimisvahend meditsiinis;ei;2;keskmine;Õde vahetas süstla nääla enne vaktsineerimist. | Arst ütles, et nääl on väga peenike ja valu pole suur. | Nääla nägemine tekitas temas hirmu. | Diabeetikud peavad insuliini süstimiseks kasutama spetsiaalseid näälu. | Vereproovi võtmiseks kasutati uut steriilset nääla.;informaalsetes;ei;Meditsiinilises kontekstis on nääl kõnekeelne variant standardsest terminist nõel või süstlanõel. Ametlikes meditsiinilistes dokumentides ja formaalsetes tekstides kasutatakse standardset terminoloogiat. Nääl esineb pigem patsiendi-arsti suulises suhtluses või argisemas kontekstis. See on rahvapärane variant, mis pole ametlik meditsiiniline termin. Sõna kasutamine näitab mitteformaalset keelekasutust.;pigem kindel;kõnekeelne;ei;Meditsiinilises kontekstis on nääl kõnekeelne ja rahvapärane variant ametlikust terminist. See on küll rahva seas levinud, kuid pole ametlik meditsiiniline termin. Formaalsetes meditsiinilistes tekstides kasutatakse standardset terminoloogiat. Sõna kasutamine viitab argisemale, mitteametlikule keelekasutusele. Variant nääl on rahva seas juurdunud, kuid jääb siiski mitteformaalseks väljendusviisiks.
;;;;;;;;;;;;;;;;;;;2;süstimisvahend meditsiinis;;2;keskmine;Õde vahetas süstla nääla enne vaktsineerimist. | Arst ütles, et nääl on väga peenike ja valu pole suur. | Nääla nägemine tekitas temas hirmu. | Diabeetikud peavad insuliini süstimiseks kasutama spetsiaalseid näälu. | Vereproovi võtmiseks kasutati uut steriilset nääla.;informaalsetes;;Meditsiinilises kontekstis on nääl kõnekeelne variant standardsest terminist nõel või süstlanõel. Ametlikes meditsiinilistes dokumentides ja formaalsetes tekstides kasutatakse standardset terminoloogiat. Nääl esineb pigem patsiendi-arsti suulises suhtluses või argisemas kontekstis. See on rahvapärane variant, mis pole ametlik meditsiiniline termin. Sõna kasutamine näitab mitteformaalset keelekasutust.;pigem kindel;rahvapärane;ei;Meditsiinilises kontekstis on nääl kõnekeelne ja rahvapärane variant ametlikust terminist. See on küll rahva seas levinud, kuid pole ametlik meditsiiniline termin. Formaalsetes meditsiinilistes tekstides kasutatakse standardset terminoloogiat. Sõna kasutamine viitab argisemale, mitteametlikule keelekasutusele. Variant nääl on rahva seas juurdunud, kuid jääb siiski mitteformaalseks väljendusviisiks.
talinelk;rahvapärane;2;teine tähendus ka rahvapärane;96;ei;1;lill (Dianthus barbatus);jah;1;sage;Tänu sellele skoorisin endale amplitaimed (5€, sealt ampliost oleks tähendanud 15€, aga mul oli ju tühi ampel ja muld omast käest võtta.), ühe madala pinnakattetaime oma kollektsiooni täienduseks, talinelgi ja täidisõielise Virkliisu.|Talinelk peaks olema taimemüüja sildi järgi 'Nigrescens', aga ma kahtlen selles sügavalt.|Seebilille rahvapärased nimed on nelgid, talinelk, talituhlid, seebijuured.|Talinelgid õitsevad ka, suvine kullerkupp ja teised.|Meie lõikelillede põhivalikus on roos, lõvilõug, lillehernes, rukkilill, krüsanteem, zinnia ja talinelk.;neutraalsetes/formaalsetes;jah;Sõna esineb nii argistes blogitekstides kui ka ametlikumates kontekstides nagu ettevõtete kirjeldused ja aiandusteemad. Kuigi esineb ka kõnekeelsetes blogides, kasutatakse seda seal samamoodi neutraalselt kui muudeski tekstides. Sõna on tavaline aiandustermin, mida kasutatakse ühtmoodi nii formaalsetes kui informaalsetes tekstides. Ei ole märke, et sõna oleks stiililiselt markeeritud või et selle kasutus erineks registrite lõikes. Tegemist on standardse eestikeelse taimenimetusega.;väga kindel;ei kohaldu;ei;ei kohaldu;1;taim (Dianthus barbatus);jah;1;vähene;Talinelgid õitsevad suve alguses tihedate õisikutena. | Aias kasvavad punased ja valged talinelgid. | Talinelk on populaarne suvelill. | Istutasin kevadel aeda talinelkide seemned. | Talinelgid sobivad hästi lõikelilleks.;neutraalsetes/formaalsetes;jah;"Sõna ""talinelk"" on botaaniline termin, mis esineb peamiselt teaduslikes ja aiandusalastes tekstides. See on standardkeele sõnavara osa ja ametlik eestikeelne nimetus konkreetsele taimeliigile. Sõna ei ole kõnekeelne ega informaalne. Kasutatakse neutraalses registris nii populaarteaduslikes kui ka praktilistes aiandusalastes tekstides.";pigem kindel;harv;ei;See ei ole igapäevases keelekasutuses sage sõna, vaid pigem erialane termin. Kuigi tegemist on ametliku taimenimetusega, on selle kasutussagedus üldkeeles madal.
ute;rahvapärane;2;homonüüm harv;2722;jah;1;kastikas/kupeepikakas;ei;3;vähene;"Mis asi on ute? See nimi pärineb Austraaliast, kus niimoodi lühendati sõiduauto baasil ehitatud kastikaid ja tuleneb sõnast ""utility"" ehk tarbesõiduk. | Austraalias ülipopulaarne kerestiil nimega ute, oli ka mitme Ameerika tootja valikus. | Ford oli Rancherot luues eeskuju võtnud sõjaeelsetest Austraalia kupeepikapitest, mida nimetati coupé utilityteks ehk suupäraselt ute'deks. | Kui Eestis on populaarne, et noortel on BMW, siis siin on selleks Ute (Juut). | Kiivifarmis anti meile töö- ja sõiduvahendiks üliväike Suzuki. Austraalias on väga populaarsed säärased kastiga masinad ja nende nimetus on ute (loe: juut).";neutraalsetes/formaalsetes;ei;Sõna esineb peamiselt informatiivses ja selgitavas kontekstis, kus kirjeldatakse autotüüpi ja selle päritolu. Kasutus on neutraalne, faktipõhine ja esineb nii ajakirjanduslikes kui ka entsüklopeedilistes tekstides. Puuduvad emotsionaalsed või kõnekeelsed markerid. Terminit kasutatakse tehnilises ja kirjeldavas võtmes.;väga kindel;harv;ei;Sõna selles tähenduses on Eesti kontekstis vähe levinud ja esineb tekstimaterjalis harva. Tegemist on spetsiifilise Austraalia päritolu terminiga, mis pole Eestis laialt tuntud. Kasutus piirdub peamiselt selgitavate tekstidega, kus terminit tutvustatakse. Eesti keeles puudub sellele autotüübile üldlevinud vaste. Sõna vajab sageli selgitust või tõlget.;1;lamba poeg, tall;ei;1;vähene;Ute jooksis ema järel karjamaal. | Kevadel sündisid lambafarmis mitmed uted. | Väike ute määgis ema järele. | Karjane kandis utte süles lauta. | Uted mängisid rõõmsalt koplis.;neutraalsetes/formaalsetes;ei;"Sõna ""ute"" kasutatakse neutraalsetes ja formaalsetes tekstides. See on standardne eesti keele sõna lamba poja kohta, mida kasutatakse nii ilukirjanduses, põllumajandustekstides kui ka igapäevases keeles. Sõna ei ole märgatavalt informaalne ega slängiline. Kuigi sõna võib esineda ka argivestluses, on see siiski neutraalne termin, mitte kõnekeelne väljend. Sõna sobib kasutamiseks kõigis registrites.";pigem kindel;harv;ei;Sõna esineb tänapäeva keelekasutuses suhteliselt vähe, kuna urbaniseerunud ühiskonnas on vähenenud otsene kokkupuude lambakasvatusega. Sõna on küll standardkeelne ja korrektne, kuid selle kasutussagedus on madal. Enamik keelekasutajaid tunneb sõna, kuid kasutab seda harva. Sõna esineb peamiselt maaelu või lambakasvatust käsitlevates tekstides ning lastelugudes. Treeningandmetes leidub sõna kasutust vähe, mis kinnitab selle harvust.
;;;;;;2;emane lammas;jah;3;sage;Ute kasvatamise täiendavat otsetoetust (UTT) saab taotleda vähemalt 10 ute kohta, kes on 02.03 seisuga taotleja karjas olemas. | Põllumajandusminister Tiit Tammsaar kehtestas ute ja kitse kasvatamise toetuse ühikumääraks 222 krooni ja 50 senti looma kohta. | Toetust saab taotleda vähemalt 10 ute kohta, kes on hiljemalt 27. aprilli2017. aasta seisuga (k.a) ühe aasta vanused. | Viis utte olid kevadel käima peale saanud ning tõime nad esmaspäeval suvekodust koju poegima. | Asun Harjumaal ja ute hind on 4000 eek.;neutraalsetes/formaalsetes;jah;Valdav osa kasutustest on seotud ametlike põllumajandustoetuste, määruste ja regulatsioonidega. Tekstid on formaalsed, bürokraatlikud ja informatiivsed. Kasutatakse ametlikes dokumentides, PRIA teadetes ja põllumajandusalastes juhendites. Sõnakasutus on neutraalne ja terminoloogiline. Puuduvad kõnekeelsed või emotsionaalsed väljendused.;väga kindel;ei kohaldu;ei;ei kohaldu;;;;;;;;;;;;;
;;;;;;3;naisenimi;ei;3;keskmine;Ute on tõepoolest väga huvitava saatusega inimene. Tal on oma kindlad tõekspidamised ning tundub, et ta on õnnelik. | Väga hea saade oli tõesti.. :) Ja oli näha, et Ute ise oskab ka oma hobuste eest hoolitseda ja nendega normaalselt käituda. | Ute's Feriendomizil asub Saksimaa piirkonnas Kurort Oybinis, 7,7 km kaugusel Zittau/Goerlitzi rakendusteaduste ülikoolist. | Utele soovin head vana aasta lõppu ja kõike kaunist uueks aastaks! | Ute on ainus ehk, kes oma tegemisi nii palju kajastab (televisioon, ajalehed-ajakirjad).;informaalsetes;ei;Esineb peamiselt foorumites, kommentaarides ja isiklikes postitustes. Tekstid on emotsionaalsed, sisaldavad hüüumärke, emotikonisid ja kõnekeelseid väljendeid. Kasutatakse tuttavlikus toonis, sageli koos kiituse või arvamuste avaldamisega. Kontekst on isiklik ja mitteametlik. Puudub formaalne või ametlik toon.;pigem kindel;ei kohaldu;ei;ei kohaldu;;;;;;;;;;;;;
aulik;stiilitundlik;1;;2873;jah;1;perekonnanimi/isikunimi;ei;2;sage;Airobot Technologiesi juht Heiki Aulik. | Meie spinnitreener Allan Aulik lendab 20. oktoobril pooleks aastaks Austraaliasse, et seigelda ning näha maailma. | Sauel elava Cerly Auliku kodu ette kerkib iga talv lumemaailm, mis seekord küll pisut tagasihoidlikum. | Suurepärased uudised piirkondlikult keemiaolümpiaadilt: meie Aulike tõi 8. klasside arvestuses koju 2.-3. koha. | Mailis Repsi kauaaegne sõbranna ja hõimlane Kristi Aulik rääkis neljapäeval kohtus.;neutraalsetes/formaalsetes;ei;Sõna esineb valdavalt ajakirjanduslikes tekstides, ametlikes teadetes, uudistes ja muudes neutraalsetes kontekstides. Kasutatakse standardset kirjakeelt, pole märke kõnekeelsusest või muust registrist. Tekstid on informatiivsed ja asjalikud. Näiteks ettevõtete juhtide nimetamine, sporditulemuste teatamine, kohtureportaažid - kõik need on formaalsed või neutraalsed tekstid.;väga kindel;ei kohaldu;ei;ei kohaldu;1;aupaklik, austav, lugupidav;jah;2;keskmine;Ta tegi auliku kummarduse külaliste ees. | Noormees astus auliku sammuga professori kabinetti. | Tema aulik käitumine tegi kõigile muljet. | Direktor võttis külalised vastu auliku tervitusega. | Aulik suhtumine vanematesse inimestesse on meie kultuuris oluline.;neutraalsetes/formaalsetes;jah;"Sõna ""aulik"" omadussõnalises tähenduses esineb peamiselt ametlikes ja kirjalikes tekstides, kus väljendatakse lugupidavat suhtumist. See on pigem kõrgstiilne sõna, mida kasutatakse pidulikel puhkudel või formaalsetes olukordades. Kõnekeeles kasutatakse pigem sõnu nagu ""viisakas"" või ""lugupidav"". Sõna kuulub selgelt formaalse keelekasutuse juurde ja kannab endas teatud pidulikkust.";väga kindel;stiilitundlik;jah;Omadussõnaline tähendus on stiilitundlik, kuna see on kõrgstiilne ja pidulik väljend, mis eristub neutraalsest keelekasutusest oma vormilisuse ja pidulikkuse poolest. Sõna kannab endas teatud ülevust ja formaalsust, mida tavakeeles harva kohtab. See sobib pigem pidulikesse kõnedesse, ametlikesse tekstidesse või ilukirjandusse, kus soovitakse rõhutada austust ja lugupidamist erilisel viisil.
;;;;;;2;linnunimetus;jah;2;vähene;Üks enim levinud auli rahvapäraseid nimetusi on kõvakael, mis tuleb otseselt tema häälest 'kõva kaula'. | Auli häälitsemist võib enam või vähem selgesti ära tunda nimetustes nagu aul, haul, oul, aulis, aulik, aur, haakaul, kaul, aavik ja aulibe. | Ka valdav osa linnu rahvapäraseid nimetusi lähtuvad tema häälitsemisest, mida ohtralt imiteeritakse. Näiteks on auli nimetusi veel aulik, aulis, aavik, aur, kaul, kaakaul, kõvakaul. | Nii et kui kuulete mere ääres hüüdu 'auul', siis on tõenäoliselt tegu meie selle aasta linnu auliga. | Sukelpardile omaselt hangib aul toitu sukeldudes veekogude põhjast – seepärast nimetatakse teda bentosetoiduliseks veelinnuks.;neutraalsetes/formaalsetes;jah;Linnunimetusena esineb sõna teaduslikes või populaarteaduslikes tekstides, kus kirjeldatakse linnu omadusi ja rahvapäraseid nimetusi. Keel on neutraalne ja kirjeldav, sobib nii teaduslikku kui üldharivasse konteksti. Tekstid on informatiivsed ja harivad, mitte kõnekeelsed ega argised.;väga kindel;harv;jah;"Märgend ""harv"" on põhjendatud, kuna tekstimaterjalis esineb linnunimetuse tähendus väga vähe võrreldes perekonnanime kasutusega. Kokku on vaid paar kasutust sadade perekonnanime esinemiste seas. Lisaks on tegemist linnu rahvapärase nimetusega, mitte põhinimetusega ""aul"". See näitab, et sõna kasutus linnunimetusena on harv ja piiratud.";2;õukondlane, õukonnas teeniv isik;ei;2;vähene;Kuninga aulikud kogunesid troonisaali. | Aulik teatas valitsejale halbu uudiseid. | Õukonnas oli palju aulikke, kes püüdsid kuninga soosingusse pääseda. | Keskaegsed aulikud kandsid uhkeid rüüsid. | Vürsti aulikud saatsid teda kõikjal.;neutraalsetes/formaalsetes;ei;Õukondlase tähenduses esineb sõna peamiselt ajaloolistes tekstides, ilukirjanduses ja teadustekstides. See on ajalooline termin, mis viitab konkreetsele sotsiaalsele rollile minevikus. Tänapäeval kasutatakse seda peamiselt ajaloolises kontekstis või metafoorselt. Sõna kuulub neutraalse või formaalse keelekasutuse juurde, kuna see on spetsiifiline ajalooline mõiste.;väga kindel;harv;ei;Õukondlase tähendus on harv, kuna tänapäeval puuduvad õukonnad traditsioonilises mõttes ja sõna kasutatakse peamiselt ajaloolises kontekstis. Treeningandmetes esineb see tähendus vähe, peamiselt ajaloolistes tekstides või ajaloolist perioodi kirjeldavates ilukirjandusteostes. Tänapäevases igapäevakeeles seda tähendust praktiliselt ei kasutata, välja arvatud metafoorselt või iroonilistel eesmärkidel.
austet;stiilitundlik;2;teine tähendus ka stiilitundlik;1655;jah;1;pöördumisvorm;jah;2;sage;Austet foorumi rahval ka läheb. | Austet lugeja, sina kehastud järgnevatel ridadel minu (keeleentusiastlikuks) sõbraks. | Austet teemaalgataja tegeleb muuseas soolise diskrimineerimisega. | Austet Freelancer. Ma olen ikka niitrraditäis, aga tähed on veel enamvähem normis. | Austet kasutaja dianar! Soovisid minult saada fööni.;informaalsetes;ei;Sõna esineb peamiselt foorumites, blogides ja kommentaariumides, kus kasutajad pöörduvad üksteise poole. Kasutuskontekst on sageli iroonilise või sarkastilise alatooniga. Pöördumine on küll vormiliselt viisakas, kuid sageli kasutatakse seda just vastupidise efekti saavutamiseks. Tekstid on valdavalt argikeelsed ja vabad.;väga kindel;kõnekeelne;ei;Sõna kasutatakse peamiselt mitteformaalsetes internetitekstides, foorumites ja kommentaariumides. Kuigi vormiliselt on tegemist viisakusväljendiga, on kasutuskontekst sageli argine ja vaba. Paljudel juhtudel on tunda irooniat või sarkasmi. See on iseloomulik just kõnekeelsele registrile, kus formaalseid elemente kasutatakse mitteformaalses kontekstis.;1;austust, lugupidamist;ei;1;vähene;Ta pälvis kõigi austet. | Nad avaldasid talle austet. | Vanem põlvkond väärib austet. | Tema töö äratab austet. | Nad tundsid tema vastu sügavat austet.;neutraalsetes/formaalsetes;ei;Sõna austet kasutatakse pigem neutraalsetes ja formaalsetes tekstides. See on kirjakeelne vorm, mis esineb ametlikes tekstides, ilukirjanduses ja pidulikes kõnedes. Sõna on stiililiselt kõrgem kui tavalised igapäevased väljendused. Kõnekeeles kasutatakse pigem vormistikku austust või lihtsalt respekti. Vorm austet on arhailisem ja pidulikum. See sobib hästi luuletustesse, kõrgstiilsetesse tekstidesse ja ametlikesse pöördumistesse.;pigem kindel;stiilitundlik;ei;Märgend stiilitundlik sobib, kuna austet on selgelt kõrgstiilsem vorm kui neutraalne austust. See on peene stiilitajuga valik, mida kasutatakse teadlikult pidulikkuse või poeetilisuse lisamiseks tekstile. 
